Target_genes	Zfp407|Average	SRX22153387|3T3-L1	STRING
Mfsd5	214.000000	214	0
Zbtb44	213.000000	213	0
Selenok	213.000000	213	0
Agap1	213.000000	213	0
Trmt10c	212.000000	212	0
Tbrg4	212.000000	212	0
Srek1	212.000000	212	0
Sdha	212.000000	212	0
Ciao3	212.000000	212	0
Ccdc127	212.000000	212	0
Wdr36	211.000000	211	0
Tbc1d14	211.000000	211	0
Rbm45	211.000000	211	0
Polr2j	211.000000	211	0
1110038F14Rik	211.000000	211	0
Ttc4	210.000000	210	0
Rnh1	210.000000	210	0
Guf1	210.000000	210	0
Zfp109	209.000000	209	0
Rnf20	209.000000	209	0
Nagk	209.000000	209	0
Zfp617	208.000000	208	0
Wdr45b	208.000000	208	0
Rpl7a	208.000000	208	0
Rnls	208.000000	208	0
Med22	208.000000	208	0
Rrp15	207.000000	207	0
Rmdn1	207.000000	207	0
Cpne3	207.000000	207	0
Ap1g1	207.000000	207	0
Patl1	206.000000	206	0
Mrps18c	206.000000	206	0
Krcc1	206.000000	206	0
Helq	206.000000	206	0
Ecpas	206.000000	206	0
Arih1	206.000000	206	0
Zfp983	205.000000	205	0
Zfp37	205.000000	205	0
Ttll12	205.000000	205	0
Sdhaf3	205.000000	205	0
Ranbp3	205.000000	205	0
Kif3b	205.000000	205	0
Cog2	205.000000	205	0
Cct4	205.000000	205	0
Phtf1	204.000000	204	0
Nasp	204.000000	204	0
Mul1	204.000000	204	0
Eprs	204.000000	204	0
Stom	203.000000	203	0
Sec13	203.000000	203	0
Rgl2	203.000000	203	0
Rbm18	203.000000	203	0
Mrrf	203.000000	203	0
Cycs	203.000000	203	0
Zfp773	202.000000	202	0
Wdr25	202.000000	202	0
Wars	202.000000	202	0
Vps13b	202.000000	202	0
Tyw5	202.000000	202	0
Trim44	202.000000	202	0
Tbc1d2b	202.000000	202	0
Maip1	202.000000	202	0
Ercc1	202.000000	202	0
Elob	202.000000	202	0
Dnpep	201.000000	201	0
Slc35e3	200.000000	200	0
Sec24c	200.000000	200	0
Lime1	200.000000	200	0
Etaa1	200.000000	200	0
Zfp296	199.000000	199	0
Zdhhc17	199.000000	199	0
Zbtb12	199.000000	199	0
Sephs1	199.000000	199	0
Rpl21	199.000000	199	0
Ngrn	199.000000	199	0
Gemin7	199.000000	199	0
Ehmt2	199.000000	199	0
Timm44	198.000000	198	0
St7	198.000000	198	0
Cnot8	198.000000	198	0
Zfp729b	197.000000	197	0
Rps6	197.000000	197	0
Pias2	197.000000	197	0
Odc1	197.000000	197	0
Nupl2	197.000000	197	0
Ndc80	197.000000	197	0
Hdlbp	197.000000	197	0
Dnajc30	197.000000	197	0
Clspn	197.000000	197	0
Bud23	197.000000	197	0
Tmem260	196.000000	196	0
Stx18	196.000000	196	0
Setd2	196.000000	196	0
Klhl25	196.000000	196	0
Fsd1	196.000000	196	0
Fbxw8	196.000000	196	0
Epn1	196.000000	196	0
Slc39a6	195.000000	195	0
Rpl5	195.000000	195	0
Pcyt1a	195.000000	195	0
Elp2	195.000000	195	0
Dync1h1	195.000000	195	0
Npepl1	194.000000	194	0
Fbxo11	194.000000	194	0
C1qbp	194.000000	194	0
Tfe3	193.000000	193	0
Tax1bp1	193.000000	193	0
Ndufv2	193.000000	193	0
Cops4	193.000000	193	0
Zfp408	192.000000	192	0
Shmt2	192.000000	192	0
Mrpl53	192.000000	192	0
Madd	192.000000	192	0
Arhgap1	192.000000	192	0
Acox3	192.000000	192	0
Rcn3	191.000000	191	0
Rbsn	191.000000	191	0
Rad51ap1	191.000000	191	0
Psph	191.000000	191	0
Jun	191.000000	191	0
Ifit2	191.000000	191	0
Frs2	191.000000	191	0
Fam8a1	191.000000	191	0
D6Wsu163e	191.000000	191	0
Cct6a	191.000000	191	0
Snapc4	190.000000	190	0
Lyrm4	190.000000	190	0
Ilrun	190.000000	190	0
Fars2	190.000000	190	0
Fam98b	190.000000	190	0
Ankrd13c	190.000000	190	0
Ncbp3	189.000000	189	0
Wwc2	188.000000	188	0
Rps15	188.000000	188	0
Rab33b	188.000000	188	0
Nde1	188.000000	188	0
Marf1	188.000000	188	0
Kdm8	188.000000	188	0
Garre1	188.000000	188	0
Cpped1	188.000000	188	0
Apc2	188.000000	188	0
Tmed1	187.000000	187	0
Slc35e1	187.000000	187	0
Nup35	187.000000	187	0
Gmcl1	187.000000	187	0
E4f1	187.000000	187	0
Zfp281	186.000000	186	0
Rpl9	186.000000	186	0
Rbm28	186.000000	186	0
Pfdn5	186.000000	186	0
Lias	186.000000	186	0
Kctd5	186.000000	186	0
Gne	186.000000	186	0
Exo5	186.000000	186	0
Ddx18	186.000000	186	0
Ascc2	186.000000	186	0
Arpc3	186.000000	186	0
Srsf9	185.000000	185	0
Slc35b1	185.000000	185	0
Rrp36	185.000000	185	0
Pnn	185.000000	185	0
Dcun1d5	185.000000	185	0
Zfp142	184.000000	184	0
Wdr60	184.000000	184	0
Pgam1	184.000000	184	0
Med28	184.000000	184	0
Ccdc174	184.000000	184	0
Bcs1l	184.000000	184	0
1700030J22Rik	184.000000	184	0
Srd5a1	183.000000	183	0
Rrn3	183.000000	183	0
Prdm5	183.000000	183	0
Nsun2	183.000000	183	0
Nsdhl	183.000000	183	0
Cetn2	183.000000	183	0
Ppif	182.000000	182	0
Btbd9	182.000000	182	0
Zbtb43	181.000000	181	0
Wdr4	181.000000	181	0
Saal1	181.000000	181	0
Saa3	181.000000	181	0
Irgq	181.000000	181	0
Gpr157	181.000000	181	0
Fem1c	181.000000	181	0
Eif2s1	181.000000	181	0
Dedd	181.000000	181	0
Cox7a2l	181.000000	181	0
Atp6v1d	181.000000	181	0
Zscan21	180.000000	180	0
Trmu	180.000000	180	0
Tnks2	180.000000	180	0
Tapt1	180.000000	180	0
Srp9	180.000000	180	0
Septin2	180.000000	180	0
Rpl37	180.000000	180	0
Dnajc19	180.000000	180	0
Xpa	179.000000	179	0
Psmg1	179.000000	179	0
Ndufa12	179.000000	179	0
Agps	179.000000	179	0
Rps5	178.000000	178	0
Dhodh	178.000000	178	0
0610009B22Rik	178.000000	178	0
Rsl1d1	177.000000	177	0
Pcf11	177.000000	177	0
Ndufs3	177.000000	177	0
Kbtbd4	177.000000	177	0
Dnajc11	177.000000	177	0
Dlat	177.000000	177	0
Bcl7b	177.000000	177	0
Ap3m1	177.000000	177	0
Adk	177.000000	177	0
Zbtb49	176.000000	176	0
Zbtb45	176.000000	176	0
Unc45b	176.000000	176	0
Taco1	176.000000	176	0
Nle1	176.000000	176	0
Ndufs8	176.000000	176	0
Lyar	176.000000	176	0
Hnrnpf	176.000000	176	0
Vps33a	175.000000	175	0
Stard7	175.000000	175	0
Pex3	175.000000	175	0
Kifbp	175.000000	175	0
Exd1	175.000000	175	0
Cipc	175.000000	175	0
Chp1	175.000000	175	0
Adat2	175.000000	175	0
3110040N11Rik	175.000000	175	0
Pdss1	174.000000	174	0
H3c15	174.000000	174	0
H3c14	174.000000	174	0
H2ac19	174.000000	174	0
H2ac18	174.000000	174	0
Golga1	174.000000	174	0
Faf1	174.000000	174	0
C2cd5	174.000000	174	0
Ubap2l	173.000000	173	0
Scfd1	173.000000	173	0
Rab3c	173.000000	173	0
Pgap3	173.000000	173	0
Nubp1	173.000000	173	0
Itfg2	173.000000	173	0
Ints6	173.000000	173	0
Gcsh	173.000000	173	0
Drg1	173.000000	173	0
Agpat5	173.000000	173	0
4933434E20Rik	173.000000	173	0
Zc3h6	172.000000	172	0
Vps28	172.000000	172	0
Tmem167b	172.000000	172	0
Slc18a1	172.000000	172	0
Raver1	172.000000	172	0
Hnrnpc	172.000000	172	0
Atp6v1b2	172.000000	172	0
Zbtb40	171.000000	171	0
Tcea1	171.000000	171	0
Tab1	171.000000	171	0
Fam149b	171.000000	171	0
Ecd	171.000000	171	0
Dele1	171.000000	171	0
Ddx39a	171.000000	171	0
Zscan25	170.000000	170	0
Tmub2	170.000000	170	0
Stx4a	170.000000	170	0
Rpp38	170.000000	170	0
Rnps1	170.000000	170	0
Rnaset2b	170.000000	170	0
Rnaset2a	170.000000	170	0
Polg2	170.000000	170	0
Nip7	170.000000	170	0
Macir	170.000000	170	0
Golga7	170.000000	170	0
Gm6710	170.000000	170	0
Gm14391	170.000000	170	0
Eda	170.000000	170	0
Cops8	170.000000	170	0
Cog8	170.000000	170	0
Cfap298	170.000000	170	0
Atat1	170.000000	170	0
Acbd7	170.000000	170	0
Zcchc3	169.000000	169	0
Slc35a3	169.000000	169	0
Pak1ip1	169.000000	169	0
6820408C15Rik	169.000000	169	0
Zfp59	168.000000	168	0
Tmem176b	168.000000	168	0
Tmem176a	168.000000	168	0
Syngap1	168.000000	168	0
Rps3a1	168.000000	168	0
Prpsap1	168.000000	168	0
Fam117b	168.000000	168	0
Dysf	168.000000	168	0
Cuta	168.000000	168	0
Atp13a1	168.000000	168	0
Slc39a3	167.000000	167	0
Rps19	167.000000	167	0
Rbm15	167.000000	167	0
Pus10	167.000000	167	0
Pcbp2	167.000000	167	0
Cox6a1	167.000000	167	0
Ccdc43	167.000000	167	0
2700062C07Rik	167.000000	167	0
Scaf4	166.000000	166	0
Npat	166.000000	166	0
Mpc1	166.000000	166	0
Ccdc86	166.000000	166	0
Atm	166.000000	166	0
Tmem199	165.000000	165	0
Poldip2	165.000000	165	0
Ccnl2	165.000000	165	0
Cap1	165.000000	165	0
Atp6ap1	165.000000	165	0
Usp21	164.000000	164	0
Use1	164.000000	164	0
Uggt2	164.000000	164	0
Rps19bp1	164.000000	164	0
Pcid2	164.000000	164	0
Ocel1	164.000000	164	0
Mrps28	164.000000	164	0
Cul4a	164.000000	164	0
Ube2s	163.000000	163	0
Snx15	163.000000	163	0
Noc4l	163.000000	163	0
Mkln1	163.000000	163	0
Kpna2	163.000000	163	0
Ggh	163.000000	163	0
Eef1a1	163.000000	163	0
Ddx51	163.000000	163	0
Anp32b	163.000000	163	0
Tmf1	162.000000	162	0
Napepld	162.000000	162	0
Naa60	162.000000	162	0
Kif6	162.000000	162	0
Zfand3	161.000000	161	0
Timm10	161.000000	161	0
Tatdn2	161.000000	161	0
Ssbp1	161.000000	161	0
Spink10	161.000000	161	0
Sphk2	161.000000	161	0
Smtnl1	161.000000	161	0
Sar1b	161.000000	161	0
Rpl18	161.000000	161	0
Rab7	161.000000	161	0
Pitx3	161.000000	161	0
Hsf1	161.000000	161	0
Gbf1	161.000000	161	0
Fbxo38	161.000000	161	0
Fam83e	161.000000	161	0
Dyrk1b	161.000000	161	0
Dis3l	161.000000	161	0
Bop1	161.000000	161	0
Zfp229	160.000000	160	0
Usp53	160.000000	160	0
U2surp	160.000000	160	0
P4hb	160.000000	160	0
Osbp	160.000000	160	0
Kif5c	160.000000	160	0
Drg2	160.000000	160	0
Atad1	160.000000	160	0
Mrm3	159.000000	159	0
Hmgcr	159.000000	159	0
Hexim2	159.000000	159	0
Glod4	159.000000	159	0
Eif3m	159.000000	159	0
Ccdc57	159.000000	159	0
Rtf2	158.000000	158	0
Psma1	158.000000	158	0
Pde12	158.000000	158	0
Def8	158.000000	158	0
Wdr13	157.000000	157	0
Trnt1	157.000000	157	0
Tasor2	157.000000	157	0
Nme1	157.000000	157	0
H2-DMa	157.000000	157	0
Fibp	157.000000	157	0
Fads3	157.000000	157	0
Ezh2	157.000000	157	0
Chchd2	157.000000	157	0
Ccz1	157.000000	157	0
Ccdc85b	157.000000	157	0
Brd2	157.000000	157	0
Rprd2	156.000000	156	0
Rab11fip3	156.000000	156	0
Narf	156.000000	156	0
Lmtk3	156.000000	156	0
Cox16	156.000000	156	0
Asah1	156.000000	156	0
Zdhhc5	155.000000	155	0
Ube2j2	155.000000	155	0
Tsn	155.000000	155	0
Sdf4	155.000000	155	0
Ranbp2	155.000000	155	0
Prrc2a	155.000000	155	0
Nme5	155.000000	155	0
Metap1d	155.000000	155	0
Hadhb	155.000000	155	0
Hadha	155.000000	155	0
B3galt6	155.000000	155	0
2310011J03Rik	155.000000	155	0
Ykt6	154.000000	154	0
Uba5	154.000000	154	0
Trh	154.000000	154	0
Timm23	154.000000	154	0
Srpr	154.000000	154	0
Parg	154.000000	154	0
Mmut	154.000000	154	0
Lrr1	154.000000	154	0
Foxred1	154.000000	154	0
Fbxo47	154.000000	154	0
Endov	154.000000	154	0
Cpt1b	154.000000	154	0
Cops7a	154.000000	154	0
Chkb	154.000000	154	0
Cfap20	154.000000	154	0
Cfap126	154.000000	154	0
Cenpq	154.000000	154	0
Cdk16	154.000000	154	0
Ccni	154.000000	154	0
Acad11	154.000000	154	0
2010109A12Rik	154.000000	154	0
Znhit1	153.000000	153	0
Tut1	153.000000	153	0
Rex1bd	153.000000	153	0
Psma6	153.000000	153	0
Plod3	153.000000	153	0
Armc8	153.000000	153	0
Zscan26	152.000000	152	0
Usp31	152.000000	152	0
Tra2b	152.000000	152	0
Tpk1	152.000000	152	0
Setd1a	152.000000	152	0
Pelp1	152.000000	152	0
Avl9	152.000000	152	0
Anapc10	152.000000	152	0
Abce1	152.000000	152	0
Zmym4	151.000000	151	0
Trim11	151.000000	151	0
Sun1	151.000000	151	0
Sp1	151.000000	151	0
Prepl	151.000000	151	0
Phf14	151.000000	151	0
Pgam5	151.000000	151	0
Ndufa4	151.000000	151	0
Ipo8	151.000000	151	0
Edc4	151.000000	151	0
Camkmt	151.000000	151	0
Ankrd10	151.000000	151	0
Slc46a1	150.000000	150	0
Mrps15	150.000000	150	0
Mcoln1	150.000000	150	0
Zfp677	149.000000	149	0
Vinac1	149.000000	149	0
Ttl	149.000000	149	0
Tmem101	149.000000	149	0
Resf1	149.000000	149	0
Ncl	149.000000	149	0
Map2k5	149.000000	149	0
Gle1	149.000000	149	0
Eif4e2	149.000000	149	0
Dpp3	149.000000	149	0
Dph6	149.000000	149	0
Atp5g2	149.000000	149	0
Arih2	149.000000	149	0
Ttc21a	148.000000	148	0
Slc30a7	148.000000	148	0
Pold2	148.000000	148	0
Nt5c2	148.000000	148	0
Gorasp1	148.000000	148	0
Extl2	148.000000	148	0
Abtb1	148.000000	148	0
Zfp438	147.000000	147	0
Vmac	147.000000	147	0
Tmco1	147.000000	147	0
Setd3	147.000000	147	0
Psma5	147.000000	147	0
Pim3	147.000000	147	0
Nifk	147.000000	147	0
Ndufa11	147.000000	147	0
Naa20	147.000000	147	0
Macroh2a1	147.000000	147	0
Krit1	147.000000	147	0
Kptn	147.000000	147	0
Harbi1	147.000000	147	0
Edrf1	147.000000	147	0
Cse1l	147.000000	147	0
Ccnk	147.000000	147	0
Bcar1	147.000000	147	0
Atg13	147.000000	147	0
Ankib1	147.000000	147	0
Anapc4	147.000000	147	0
Aatf	147.000000	147	0
1810030O07Rik	147.000000	147	0
Zfp82	146.000000	146	0
Zfp746	146.000000	146	0
Zfp655	146.000000	146	0
Zbtb2	146.000000	146	0
Ube2g1	146.000000	146	0
Tdrd3	146.000000	146	0
Septin8	146.000000	146	0
Sec61g	146.000000	146	0
Sde2	146.000000	146	0
Rsl24d1	146.000000	146	0
Pgm1	146.000000	146	0
Gars	146.000000	146	0
Fam227b	146.000000	146	0
Eif2b3	146.000000	146	0
Dtwd1	146.000000	146	0
Cmpk1	146.000000	146	0
BC052040	146.000000	146	0
Usf1	145.000000	145	0
Tefm	145.000000	145	0
Snx2	145.000000	145	0
Pinx1	145.000000	145	0
Pi4k2a	145.000000	145	0
Nup62	145.000000	145	0
Mrps18a	145.000000	145	0
Mpdu1	145.000000	145	0
Morn4	145.000000	145	0
Mfsd14b	145.000000	145	0
Il4i1b	145.000000	145	0
Hspa9	145.000000	145	0
Bsg	145.000000	145	0
Atf5	145.000000	145	0
Apobec3	145.000000	145	0
Abhd18	145.000000	145	0
AU041133	145.000000	145	0
Zfp772	144.000000	144	0
Tmem198b	144.000000	144	0
Tbc1d4	144.000000	144	0
Plpp7	144.000000	144	0
Oga	144.000000	144	0
Fbxo30	144.000000	144	0
Dnajc14	144.000000	144	0
Dcaf10	144.000000	144	0
Utp23	143.000000	143	0
Sprtn	143.000000	143	0
Nfe2l2	143.000000	143	0
Naca	143.000000	143	0
Larp4	143.000000	143	0
Gosr2	143.000000	143	0
Exoc8	143.000000	143	0
Dsel	143.000000	143	0
Prr3	142.000000	142	0
Pik3r2	142.000000	142	0
Gnl1	142.000000	142	0
Fam71e1	142.000000	142	0
Emc10	142.000000	142	0
Cnot10	142.000000	142	0
Cep295	142.000000	142	0
Skp1	141.000000	141	0
Por	141.000000	141	0
Zfp398	140.000000	140	0
Rrm1	140.000000	140	0
Ptcd2	140.000000	140	0
Nmnat1	140.000000	140	0
Nkain2	140.000000	140	0
Mrps27	140.000000	140	0
Mettl25	140.000000	140	0
Mettl17	140.000000	140	0
Magt1	140.000000	140	0
Lzic	140.000000	140	0
Grpel2	140.000000	140	0
Cox7b	140.000000	140	0
Ccdc59	140.000000	140	0
Aar2	140.000000	140	0
Zfp113	139.000000	139	0
Ufm1	139.000000	139	0
Smg7	139.000000	139	0
Rufy1	139.000000	139	0
Prkra	139.000000	139	0
Pjvk	139.000000	139	0
Nufip1	139.000000	139	0
Lmbr1	139.000000	139	0
Gpalpp1	139.000000	139	0
Atad2b	139.000000	139	0
4930453N24Rik	139.000000	139	0
Zkscan16	138.000000	138	0
Scand1	138.000000	138	0
Mospd3	138.000000	138	0
Hps1	138.000000	138	0
Ddx1	138.000000	138	0
Cuedc1	138.000000	138	0
Csnk1d	138.000000	138	0
Cnbd2	138.000000	138	0
Ttf2	137.000000	137	0
Ppip5k2	137.000000	137	0
Morc2a	137.000000	137	0
Mapkap1	137.000000	137	0
Gin1	137.000000	137	0
Fbxw2	137.000000	137	0
Dpy19l4	137.000000	137	0
Cpm	137.000000	137	0
Snrnp25	136.000000	136	0
Scn2a	136.000000	136	0
Pofut1	136.000000	136	0
Plagl2	136.000000	136	0
Man1b1	136.000000	136	0
Il9r	136.000000	136	0
Epc1	136.000000	136	0
Crppa	136.000000	136	0
Cox18	136.000000	136	0
Bzw1	136.000000	136	0
Atp6v0a1	136.000000	136	0
Aasdh	136.000000	136	0
Ube2i	135.000000	135	0
Katnb1	135.000000	135	0
Cox8a	135.000000	135	0
Zrsr2	134.000000	134	0
Tjap1	134.000000	134	0
Stk11	134.000000	134	0
Psmd8	134.000000	134	0
Klhl7	134.000000	134	0
Borcs6	134.000000	134	0
Zbtb8os	133.000000	133	0
Rbbp4	133.000000	133	0
Nup188	133.000000	133	0
Nod1	133.000000	133	0
Gtf2a1	133.000000	133	0
G3bp1	133.000000	133	0
Dolk	133.000000	133	0
Brpf1	133.000000	133	0
Bag6	133.000000	133	0
Apom	133.000000	133	0
Tmem80	132.000000	132	0
Tmem139	132.000000	132	0
Mms22l	132.000000	132	0
Lyrm2	132.000000	132	0
Ints1	132.000000	132	0
Deaf1	132.000000	132	0
Cmc2	132.000000	132	0
Cenpn	132.000000	132	0
Casp2	132.000000	132	0
Megf8	131.000000	131	0
Lurap1l	131.000000	131	0
Gtf3c1	131.000000	131	0
D430042O09Rik	131.000000	131	0
Atp9b	131.000000	131	0
Zswim1	130.000000	130	0
Zfp706	130.000000	130	0
Tmem170b	130.000000	130	0
Tigd5	130.000000	130	0
Snrpg	130.000000	130	0
Rfwd3	130.000000	130	0
Mre11a	130.000000	130	0
Mbd1	130.000000	130	0
Fam162a	130.000000	130	0
Eef1d	130.000000	130	0
Dusp11	130.000000	130	0
Dmap1	130.000000	130	0
Cyp2u1	130.000000	130	0
Csf1	130.000000	130	0
Cdc16	130.000000	130	0
Ccdc58	130.000000	130	0
Ankrd49	130.000000	130	0
Txn2	129.000000	129	0
Pdcd11	129.000000	129	0
Malsu1	129.000000	129	0
Csnk1g2	129.000000	129	0
Brf2	129.000000	129	0
Atp5md	129.000000	129	0
Ankle2	129.000000	129	0
Zfp119b	128.000000	128	0
Trim65	128.000000	128	0
Psmd5	128.000000	128	0
Ltn1	128.000000	128	0
Hps5	128.000000	128	0
Gtf2h1	128.000000	128	0
Cutal	128.000000	128	0
Cnep1r1	128.000000	128	0
Clk4	128.000000	128	0
BC049762	128.000000	128	0
Wbp1	127.000000	127	0
Tomm7	127.000000	127	0
Phf6	127.000000	127	0
Mob1b	127.000000	127	0
Mideas	127.000000	127	0
Mettl4	127.000000	127	0
Ino80b	127.000000	127	0
Eif5a	127.000000	127	0
2300009A05Rik	127.000000	127	0
Rsad1	126.000000	126	0
Rps16	126.000000	126	0
Pard6a	126.000000	126	0
Ociad1	126.000000	126	0
Mars2	126.000000	126	0
Hnrnpa0	126.000000	126	0
Bbs2	126.000000	126	0
Acd	126.000000	126	0
9430038I01Rik	126.000000	126	0
1700123O20Rik	126.000000	126	0
Zfp963	125.000000	125	0
Phrf1	125.000000	125	0
Lmbr1l	125.000000	125	0
Limk1	125.000000	125	0
Insig1	125.000000	125	0
Tbc1d7	124.000000	124	0
Tasp1	124.000000	124	0
Ssu72	124.000000	124	0
Safb2	124.000000	124	0
Safb	124.000000	124	0
Rtca	124.000000	124	0
Rad54l2	124.000000	124	0
Psmg2	124.000000	124	0
Naxe	124.000000	124	0
Kmt5b	124.000000	124	0
Eefsec	124.000000	124	0
Dbt	124.000000	124	0
Cep76	124.000000	124	0
Tmem17	123.000000	123	0
Tigd2	123.000000	123	0
Tepsin	123.000000	123	0
Psmc2	123.000000	123	0
Phf5a	123.000000	123	0
Nqo2	123.000000	123	0
Ndufaf8	123.000000	123	0
Dnajc2	123.000000	123	0
Chd8	123.000000	123	0
Aco2	123.000000	123	0
Wbp11	122.000000	122	0
Vps25	122.000000	122	0
Ttbk1	122.000000	122	0
Tia1	122.000000	122	0
Leng9	122.000000	122	0
Fam32a	122.000000	122	0
Cdc42bpg	122.000000	122	0
BC049715	122.000000	122	0
Znhit6	121.000000	121	0
Zhx1	121.000000	121	0
Tubg1	121.000000	121	0
Thg1l	121.000000	121	0
Rps27l	121.000000	121	0
Retreg3	121.000000	121	0
Mrps31	121.000000	121	0
Map7d1	121.000000	121	0
Gdi1	121.000000	121	0
Trappc6b	120.000000	120	0
Rplp0	120.000000	120	0
Ppwd1	120.000000	120	0
Maoa	120.000000	120	0
Cenpk	120.000000	120	0
Vps37c	119.000000	119	0
Tymp	119.000000	119	0
Tomm6	119.000000	119	0
Sco2	119.000000	119	0
Rps14	119.000000	119	0
Rpe	119.000000	119	0
Rbx1	119.000000	119	0
Pms2	119.000000	119	0
Mterf4	119.000000	119	0
Ints14	119.000000	119	0
Exoc1	119.000000	119	0
Coa7	119.000000	119	0
Aimp2	119.000000	119	0
Zfp607a	118.000000	118	0
Zfp324	118.000000	118	0
Ythdf3	118.000000	118	0
Tent2	118.000000	118	0
Syvn1	118.000000	118	0
Saysd1	118.000000	118	0
Pcgf1	118.000000	118	0
Gorab	118.000000	118	0
Cpeb4	118.000000	118	0
Zfp869	117.000000	117	0
Zfp61	117.000000	117	0
Wdr74	117.000000	117	0
Usp36	117.000000	117	0
Thumpd1	117.000000	117	0
Tars2	117.000000	117	0
Psmd12	117.000000	117	0
Osbpl9	117.000000	117	0
Ncstn	117.000000	117	0
Klf6	117.000000	117	0
Khdc4	117.000000	117	0
Dtd2	117.000000	117	0
Dhrs7	117.000000	117	0
Copa	117.000000	117	0
Ccar2	117.000000	117	0
1700092M07Rik	117.000000	117	0
Zfp397	116.000000	116	0
Zc3h13	116.000000	116	0
Trappc11	116.000000	116	0
Rwdd4a	116.000000	116	0
Rraga	116.000000	116	0
Ppp2r2a	116.000000	116	0
Lyz2	116.000000	116	0
Cntrl	116.000000	116	0
Chfr	116.000000	116	0
Carhsp1	116.000000	116	0
Wdr3	115.000000	115	0
Tfg	115.000000	115	0
Snx7	115.000000	115	0
Ppm1d	115.000000	115	0
Ndufaf4	115.000000	115	0
Gins4	115.000000	115	0
Cul5	115.000000	115	0
Commd2	115.000000	115	0
Zfp668	114.000000	114	0
Zfp646	114.000000	114	0
Uggt1	114.000000	114	0
Tmem70	114.000000	114	0
Tma16	114.000000	114	0
Pdcd5	114.000000	114	0
Elavl1	114.000000	114	0
Ccnc	114.000000	114	0
Agk	114.000000	114	0
Usp14	113.000000	113	0
Traf6	113.000000	113	0
Tgoln2	113.000000	113	0
Tgoln1	113.000000	113	0
Rest	113.000000	113	0
Psd	113.000000	113	0
Plekhf1	113.000000	113	0
Incenp	113.000000	113	0
Fbxl15	113.000000	113	0
Dcaf7	113.000000	113	0
Bcl10	113.000000	113	0
Arfip1	113.000000	113	0
Angptl4	113.000000	113	0
Ublcp1	112.000000	112	0
Timm17a	112.000000	112	0
Pot1a	112.000000	112	0
Myg1	112.000000	112	0
Hnrnpa2b1	112.000000	112	0
Hectd1	112.000000	112	0
Gtf3c3	112.000000	112	0
Gpatch3	112.000000	112	0
Crem	112.000000	112	0
Cbx3	112.000000	112	0
Atad2	112.000000	112	0
Phospho2	111.000000	111	0
Ndufb7	111.000000	111	0
Nars2	111.000000	111	0
Ccdc173	111.000000	111	0
Cacybp	111.000000	111	0
1810055G02Rik	111.000000	111	0
Them4	110.000000	110	0
Smg8	110.000000	110	0
Ndufaf7	110.000000	110	0
Mrgbp	110.000000	110	0
Eya3	110.000000	110	0
Cebpz	110.000000	110	0
Ube2b	109.000000	109	0
Trmt6	109.000000	109	0
Slc26a2	109.000000	109	0
Rnaseh2b	109.000000	109	0
Rmdn3	109.000000	109	0
Myl12b	109.000000	109	0
Mcm8	109.000000	109	0
Dnaaf2	109.000000	109	0
Cdkl3	109.000000	109	0
Wbp1l	108.000000	108	0
Tctex1d2	108.000000	108	0
Phldb3	108.000000	108	0
Ncaph2	108.000000	108	0
Mettl16	108.000000	108	0
Lmf2	108.000000	108	0
Gdf15	108.000000	108	0
Elp5	108.000000	108	0
Ddx17	108.000000	108	0
Ctdnep1	108.000000	108	0
Ccdc124	108.000000	108	0
Taf1a	107.000000	107	0
Rfc5	107.000000	107	0
Rbm14	107.000000	107	0
Polr3e	107.000000	107	0
Pcna	107.000000	107	0
Nxn	107.000000	107	0
Ndufs7	107.000000	107	0
Gm21992	107.000000	107	0
Dennd10	107.000000	107	0
Chpf2	107.000000	107	0
Tead4	106.000000	106	0
Serac1	106.000000	106	0
Sav1	106.000000	106	0
Rfx2	106.000000	106	0
Gtf2h5	106.000000	106	0
Glrx3	106.000000	106	0
Ybey	105.000000	105	0
Wdr7	105.000000	105	0
Tmem74	105.000000	105	0
Tmem63b	105.000000	105	0
Srp14	105.000000	105	0
Snrnp35	105.000000	105	0
Slc5a6	105.000000	105	0
Shprh	105.000000	105	0
Rilpl2	105.000000	105	0
Prkd3	105.000000	105	0
Pdzrn3	105.000000	105	0
Ncapd2	105.000000	105	0
Mrpl51	105.000000	105	0
Mrpl14	105.000000	105	0
Mcm3ap	105.000000	105	0
Map11	105.000000	105	0
Lcmt2	105.000000	105	0
Gfm1	105.000000	105	0
Galc	105.000000	105	0
Atraid	105.000000	105	0
Adal	105.000000	105	0
Rpusd4	104.000000	104	0
Pcnx4	104.000000	104	0
Nfyc	104.000000	104	0
Fam118b	104.000000	104	0
Api5	104.000000	104	0
Zpr1	103.000000	103	0
Uqcc3	103.000000	103	0
Tfdp2	103.000000	103	0
Serinc3	103.000000	103	0
Prkab1	103.000000	103	0
Nol8	103.000000	103	0
Lbhd1	103.000000	103	0
Cenpp	103.000000	103	0
Apoa5	103.000000	103	0
Wdr27	102.000000	102	0
Tank	102.000000	102	0
Cnksr3	102.000000	102	0
1600012H06Rik	102.000000	102	0
Sec31a	101.000000	101	0
Pld3	101.000000	101	0
Lrif1	101.000000	101	0
2310022A10Rik	101.000000	101	0
Zfp787	100.000000	100	0
Ufc1	100.000000	100	0
Top1mt	100.000000	100	0
Tbce	100.000000	100	0
Spcs1	100.000000	100	0
Rps4x	100.000000	100	0
Nek1	100.000000	100	0
Ndufs2	100.000000	100	0
