Target_genes	Hoxc8|Average	SRX7416178|Embryoid_Bodies	SRX7416179|Embryoid_Bodies	STRING
Cited4	119.000000	238	0	0
Akain1	119.000000	238	0	0
Acsm1	119.000000	238	0	0
Rab6a	118.500000	89	148	0
Pdpn	118.500000	237	0	0
Padi4	118.500000	237	0	0
Chchd6	118.500000	237	0	0
Zdhhc7	118.000000	236	0	0
Zbtb10	118.000000	236	0	0
Ralgds	118.000000	236	0	0
Camk1g	118.000000	236	0	0
Rnmt	117.500000	235	0	0
Rbm28	117.500000	235	0	0
Fbxo30	117.500000	235	0	0
Fam210a	117.500000	235	0	0
Pik3c2b	117.000000	234	0	0
Cacng2	117.000000	0	234	0
Zfp867	116.500000	233	0	0
Psmg3	116.500000	233	0	0
Mid2	116.500000	233	0	0
Ivns1abp	116.500000	233	0	0
Aldh1a2	116.500000	233	0	0
1700019D03Rik	116.500000	233	0	0
Zmiz1	116.000000	232	0	0
Ube2i	116.000000	130	102	0
Akap9	116.000000	232	0	0
Suox	115.500000	231	0	0
Stk10	115.500000	231	0	0
Srsf9	115.500000	231	0	0
Rxfp1	115.500000	129	102	0
Ptch1	115.500000	231	0	0
Krtap19-1	115.500000	231	0	0
Gdpd5	115.500000	231	0	0
Fam174b	115.500000	231	0	0
Rhot1	115.000000	230	0	0
Frat2	115.000000	230	0	0
Fam210b	115.000000	230	0	0
Dcx	115.000000	230	0	0
Dchs1	115.000000	230	0	0
Trit1	114.500000	229	0	0
Smndc1	114.500000	229	0	0
Mgat5	114.500000	229	0	0
Cntn1	114.500000	229	0	0
Ankib1	114.500000	229	0	0
Unc13a	114.000000	228	0	0
Mief1	114.000000	228	0	0
Ado	114.000000	228	0	0
Zfp933	113.500000	227	0	0
Zfp781	113.500000	227	0	0
Sstr3	113.500000	227	0	0
Rxfp3	113.500000	227	0	0
Olfr1122	113.500000	227	0	0
Olfml1	113.500000	227	0	0
Map3k5	113.500000	227	0	0
Ltbp1	113.500000	227	0	0
Lrrc18	113.500000	227	0	0
Ing3	113.500000	227	0	0
Gm3055	113.500000	227	0	0
Cdh22	113.500000	227	0	0
Bcl2l14	113.500000	227	0	0
Ak7	113.500000	227	0	0
Vapb	113.000000	226	0	0
Nefl	113.000000	226	0	0
Dnajc10	113.000000	226	0	0
Ccnyl1	113.000000	226	0	0
Smbd1	112.500000	225	0	0
Prkra	112.500000	225	0	0
Pjvk	112.500000	225	0	0
Git2	112.500000	225	0	0
Ankrd13a	112.500000	225	0	0
Zfyve9	112.000000	224	0	0
Zfp710	112.000000	224	0	0
Phf21b	112.000000	224	0	0
Mbnl1	112.000000	224	0	0
Maml3	112.000000	224	0	0
Zfp143	111.500000	223	0	0
Nktr	111.500000	223	0	0
Inpp5f	111.500000	223	0	0
Farp1	111.500000	223	0	0
Marchf11	111.000000	222	0	0
Jak2	111.000000	222	0	0
Mrps28	110.500000	221	0	0
Pitrm1	110.000000	220	0	0
Nptxr	110.000000	220	0	0
Ncl	110.000000	0	220	0
Agfg1	110.000000	220	0	0
Olfm1	109.500000	219	0	0
Megf10	109.500000	219	0	0
Aurkb	109.500000	219	0	0
Angptl1	109.500000	219	0	0
Scg3	109.000000	218	0	0
Olfr231	109.000000	218	0	0
Nxn	109.000000	218	0	0
Nfkb1	109.000000	218	0	0
Kazn	109.000000	218	0	0
Gm9376	109.000000	218	0	0
Tnks2	108.500000	217	0	0
Olfr891	108.500000	217	0	0
Kcnn2	108.500000	217	0	0
Elf2	108.500000	217	0	0
Crabp1	108.500000	217	0	0
Asmt	108.500000	0	217	0
A330070K13Rik	108.500000	217	0	0
Parvb	108.000000	216	0	0
Zscan22	107.500000	215	0	0
Ptchd1	107.500000	215	0	0
Pla2g2f	107.500000	215	0	0
P2rx7	107.500000	215	0	0
Nek5	107.500000	215	0	0
Myf5	107.500000	215	0	0
Mrps15	107.500000	215	0	0
Ly6g6f	107.500000	215	0	0
Ly6g6e	107.500000	215	0	0
Klhl13	107.500000	215	0	0
Kcnj4	107.500000	215	0	0
Hephl1	107.500000	215	0	0
Fsip2l	107.500000	215	0	0
Fli1	107.500000	215	0	0
Fam163a	107.500000	215	0	0
Eda	107.500000	215	0	0
Dsc2	107.500000	215	0	0
Crispld1	107.500000	215	0	0
Ces1f	107.500000	215	0	0
Asah2	107.500000	215	0	0
Zup1	107.000000	214	0	0
Spg21	107.000000	214	0	0
Rab3c	107.000000	214	0	0
Pdp2	107.000000	214	0	0
Fam183b	107.000000	214	0	0
Caap1	107.000000	214	0	0
Bcl2a1a	107.000000	214	0	0
Slc8a1	106.500000	213	0	0
Ermard	106.500000	83	130	0
Cyp2c23	106.500000	213	0	0
Sort1	106.000000	212	0	0
Rgs13	106.000000	212	0	0
Ptpn12	106.000000	212	0	0
Nup54	106.000000	71	141	0
Neurod1	106.000000	212	0	0
Ifitm2	106.000000	212	0	0
Dusp4	106.000000	212	0	0
Xkr7	105.500000	211	0	0
Unc93a	105.500000	211	0	0
Srgap3	105.500000	211	0	0
Mthfd1l	105.500000	211	0	0
Bcl2a1b	105.500000	211	0	0
Tle6	105.000000	210	0	0
Olfr994	105.000000	210	0	0
Nalcn	105.000000	210	0	0
Celf2	105.000000	210	0	0
Brpf3	105.000000	210	0	0
Arap2	105.000000	210	0	0
Tcf7	104.500000	209	0	0
Xpr1	104.000000	208	0	0
Usp3	104.000000	208	0	0
Tmeff1	104.000000	208	0	0
Srsf4	104.000000	208	0	0
Snap25	104.000000	208	0	0
Rfesd	104.000000	208	0	0
Clptm1l	104.000000	208	0	0
Nudt3	103.500000	207	0	0
Gpsm2	103.500000	207	0	0
Zpbp	103.000000	206	0	0
Stat3	103.000000	206	0	0
Ssc5d	103.000000	206	0	0
Spata48	103.000000	206	0	0
Prkar2a	103.000000	206	0	0
Nat14	103.000000	206	0	0
Lactb	103.000000	206	0	0
Cox7c	103.000000	206	0	0
Trmt2a	102.500000	205	0	0
Trim37	102.500000	205	0	0
Ranbp1	102.500000	205	0	0
Phf6	102.500000	205	0	0
Xkr4	102.000000	204	0	0
Wfs1	102.000000	204	0	0
Unc13b	102.000000	204	0	0
Tmod2	102.000000	204	0	0
Tas2r119	102.000000	204	0	0
Stard3	102.000000	204	0	0
Shroom4	102.000000	204	0	0
Polr3h	102.000000	204	0	0
Nacc2	102.000000	204	0	0
Jazf1	102.000000	204	0	0
Grid2ip	102.000000	204	0	0
Gm12253	102.000000	204	0	0
Gk	102.000000	204	0	0
Frg1	102.000000	204	0	0
Ephx1	102.000000	204	0	0
Cnmd	102.000000	204	0	0
Clec2f	102.000000	204	0	0
Cldn3	102.000000	204	0	0
Adar	102.000000	204	0	0
Acvr1	102.000000	204	0	0
Unc79	101.500000	203	0	0
Gm14092	101.500000	203	0	0
D7Ertd443e	101.500000	203	0	0
Aktip	101.500000	203	0	0
Psmg2	101.000000	0	202	0
Plpp3	101.000000	202	0	0
Dlec1	101.000000	202	0	0
Cfhr2	101.000000	202	0	0
Cep76	101.000000	0	202	0
Atat1	101.000000	202	0	0
Nek11	100.500000	201	0	0
Kansl1l	100.500000	201	0	0
Fgf9	100.500000	201	0	0
Aste1	100.500000	201	0	0
0610009B22Rik	100.500000	201	0	0
Ppp1r14a	100.000000	200	0	0
Parp16	100.000000	200	0	0
Irf2	100.000000	200	0	0
Hectd1	100.000000	200	0	0
Faf2	100.000000	119	81	0
Ctbp2	100.000000	200	0	0
Cdk12	100.000000	200	0	0
Zfhx2	99.500000	0	199	0
Stxbp5l	99.500000	199	0	0
Rnf187	99.500000	199	0	0
H2bc6	99.500000	95	104	0
H1f4	99.500000	95	104	0
4921517D22Rik	99.500000	199	0	0
Pcnx3	99.000000	0	198	0
Pcbp4	99.000000	198	0	0
Map3k11	99.000000	0	198	0
Gm27021	99.000000	198	0	0
Emc8	99.000000	198	0	0
Cox4i1	99.000000	198	0	0
B3galnt1	99.000000	198	0	0
Abhd14b	99.000000	198	0	0
Ppp1r10	98.500000	197	0	0
Mrps18b	98.500000	197	0	0
Cln5	98.500000	197	0	0
Peli1	98.000000	196	0	0
Knl1	98.000000	0	196	0
Zc3h13	97.500000	195	0	0
Syt17	97.500000	195	0	0
Syncrip	97.500000	195	0	0
Tmsb10	97.000000	194	0	0
Samd3	97.000000	119	75	0
Ppp3ca	97.000000	194	0	0
Apela	97.000000	0	194	0
Zmat1	96.500000	193	0	0
Tmub2	96.500000	193	0	0
Scgb3a2	96.500000	193	0	0
Plin2	96.500000	193	0	0
Pde4b	96.500000	193	0	0
Olfr629	96.500000	193	0	0
Nkrf	96.500000	193	0	0
Niban1	96.500000	193	0	0
Ncald	96.500000	193	0	0
Gm28710	96.500000	193	0	0
Gas7	96.500000	193	0	0
Etv3l	96.500000	193	0	0
Elavl2	96.500000	193	0	0
Ebpl	96.500000	193	0	0
Chfr	96.500000	193	0	0
Cd3g	96.500000	193	0	0
Cd3d	96.500000	193	0	0
Aqp6	96.500000	193	0	0
Apcdd1	96.500000	193	0	0
Adam7	96.500000	193	0	0
Naa15	96.000000	192	0	0
Fgf10	96.000000	192	0	0
Esco1	96.000000	0	192	0
Sec24c	95.500000	191	0	0
Nol4l	95.500000	191	0	0
Ift172	95.500000	191	0	0
Dach2	95.500000	191	0	0
Nek1	95.000000	190	0	0
Maml1	95.000000	190	0	0
Kank1	95.000000	190	0	0
Immt	95.000000	190	0	0
Col2a1	95.000000	190	0	0
Ust	94.500000	189	0	0
Tango2	94.500000	189	0	0
Slain1	94.500000	189	0	0
Prex2	94.500000	189	0	0
Myh3	94.500000	189	0	0
Lhx3	94.500000	189	0	0
Wbp1l	94.000000	188	0	0
Ndufs8	94.000000	109	79	0
Bves	94.000000	188	0	0
Vcan	93.500000	187	0	0
Trmo	93.500000	0	187	0
Plxna2	93.500000	187	0	0
Insyn2a	93.500000	187	0	0
Golim4	93.500000	187	0	0
Ttc1	93.000000	0	186	0
Gnas	93.000000	186	0	0
Vav3	92.500000	185	0	0
Ube2o	92.500000	185	0	0
Srsf7	92.500000	0	185	0
Slco5a1	92.500000	185	0	0
Rubcn	92.500000	185	0	0
Pick1	92.500000	185	0	0
Magi1	92.500000	185	0	0
Mad2l1	92.500000	185	0	0
Kcnj6	92.500000	185	0	0
Fyttd1	92.500000	185	0	0
Dixdc1	92.500000	185	0	0
Zfp386	92.000000	184	0	0
Srsf1	92.000000	109	75	0
Snrpn	92.000000	184	0	0
Otop3	92.000000	0	184	0
Olfr1019	92.000000	0	184	0
Olfm3	92.000000	0	184	0
Ercc6l2	92.000000	184	0	0
Epha4	92.000000	184	0	0
Slc12a6	91.500000	183	0	0
Sik3	91.500000	183	0	0
Pafah1b2	91.500000	183	0	0
Kcnh2	91.500000	183	0	0
Erbb4	91.500000	183	0	0
Dcn	91.500000	0	183	0
Cntfr	91.500000	183	0	0
Zfp354b	91.000000	182	0	0
Ttll7	91.000000	182	0	0
Trerf1	91.000000	182	0	0
Teddm2	91.000000	182	0	0
Stat1	91.000000	182	0	0
St3gal5	91.000000	182	0	0
Slc1a1	91.000000	182	0	0
Sla2	91.000000	182	0	0
Plekhm1	91.000000	182	0	0
Olfr448	91.000000	182	0	0
Nedd4l	91.000000	182	0	0
Ndrg1	91.000000	182	0	0
Myo1d	91.000000	182	0	0
Msrb3	91.000000	182	0	0
Mbl1	91.000000	182	0	0
Marchf5	91.000000	182	0	0
Kmt2a	91.000000	0	182	0
Hsd11b1	91.000000	182	0	0
Havcr2	91.000000	182	0	0
Gria1	91.000000	182	0	0
Gm614	91.000000	182	0	0
Gm1604b	91.000000	182	0	0
Fank1	91.000000	182	0	0
Eef1a1	91.000000	182	0	0
Dhx32	91.000000	182	0	0
Cyp7a1	91.000000	182	0	0
Cpeb3	91.000000	182	0	0
Chic1	91.000000	182	0	0
Celf6	91.000000	182	0	0
Cd9	91.000000	182	0	0
Ccn6	91.000000	182	0	0
Ccm2l	91.000000	182	0	0
Ccl7	91.000000	182	0	0
Ccdc174	91.000000	182	0	0
Cast	91.000000	182	0	0
Cacnb4	91.000000	182	0	0
Add2	91.000000	182	0	0
2310061I04Rik	91.000000	182	0	0
Uqcrfs1	90.500000	0	181	0
Ppp1r17	90.500000	181	0	0
Marveld3	90.500000	181	0	0
Itga9	90.500000	181	0	0
Crppa	90.500000	181	0	0
C9orf72	90.500000	181	0	0
Tcf4	90.000000	180	0	0
Gm20346	90.000000	180	0	0
Cep350	90.000000	180	0	0
Anp32a	90.000000	180	0	0
Trpc7	89.500000	179	0	0
Ppp1r37	89.500000	0	179	0
Otx2	89.500000	179	0	0
Nol7	89.500000	0	179	0
Kif21b	89.500000	179	0	0
Flnb	89.500000	0	179	0
Clstn2	89.500000	179	0	0
Btbd9	89.500000	0	179	0
Zfp667	89.000000	178	0	0
Tbc1d10b	89.000000	178	0	0
Mylpf	89.000000	178	0	0
Mob3b	89.000000	178	0	0
Mical2	89.000000	178	0	0
Lsg1	89.000000	178	0	0
Kynu	89.000000	178	0	0
Ifnk	89.000000	178	0	0
H2ax	89.000000	0	178	0
Egr3	89.000000	178	0	0
Aco1	89.000000	178	0	0
Rtcb	88.500000	177	0	0
H4c3	88.500000	0	177	0
H1f6	88.500000	0	177	0
Ermap	88.500000	177	0	0
Eef1aknmt	88.500000	177	0	0
Car2	88.500000	177	0	0
Arhgef12	88.500000	177	0	0
Sost	88.000000	176	0	0
Pik3r3	88.000000	176	0	0
Pcyox1	88.000000	0	176	0
Mocs2	88.000000	176	0	0
Ipo7	88.000000	176	0	0
Elovl1	88.000000	176	0	0
Cdc20	88.000000	176	0	0
Camk2a	88.000000	176	0	0
Zfp869	87.500000	0	175	0
Vim	87.500000	175	0	0
Sst	87.500000	175	0	0
Nnt	87.500000	175	0	0
Dars	87.500000	175	0	0
Aftph	87.500000	175	0	0
Rabepk	87.000000	174	0	0
Prpsap1	87.000000	174	0	0
Napb	87.000000	174	0	0
Mrpl45	87.000000	0	174	0
Idh1	87.000000	174	0	0
Trim7	86.500000	0	173	0
Tmem238	86.500000	173	0	0
Rpl28	86.500000	173	0	0
Olfr806	86.500000	0	173	0
Coq10a	86.500000	173	0	0
Sncaip	86.000000	172	0	0
Sav1	86.000000	172	0	0
Rab37	86.000000	172	0	0
H3c6	86.000000	0	172	0
Fam149a	86.000000	172	0	0
Zfp748	85.500000	171	0	0
Zfp354a	85.500000	171	0	0
Zfp286	85.500000	171	0	0
Txk	85.500000	171	0	0
Ttyh1	85.500000	171	0	0
Tnnt2	85.500000	171	0	0
Tmprss6	85.500000	171	0	0
Tlr4	85.500000	171	0	0
Sh3bp4	85.500000	171	0	0
S100z	85.500000	171	0	0
Rbm27	85.500000	171	0	0
Plekhg4	85.500000	171	0	0
Pcsk1n	85.500000	171	0	0
Olfr617	85.500000	171	0	0
Ngef	85.500000	171	0	0
Neu2	85.500000	171	0	0
Mobp	85.500000	0	171	0
Mettl16	85.500000	171	0	0
Lmx1a	85.500000	171	0	0
Kdm5a	85.500000	171	0	0
Kctd12b	85.500000	171	0	0
Jup	85.500000	171	0	0
Inafm2	85.500000	171	0	0
Fbxo21	85.500000	171	0	0
Fam171a2	85.500000	171	0	0
Enpp2	85.500000	171	0	0
Defb30	85.500000	171	0	0
Defb21	85.500000	171	0	0
Defb19	85.500000	171	0	0
Dcbld1	85.500000	171	0	0
Cdhr3	85.500000	171	0	0
Ccdc152	85.500000	171	0	0
Calm1	85.500000	0	171	0
C1qtnf6	85.500000	171	0	0
Abhd12b	85.500000	171	0	0
Tcp11l1	85.000000	170	0	0
Rpl32	85.000000	170	0	0
Pin1rt1	85.000000	170	0	0
Pcdh8	85.000000	170	0	0
Mapk1	85.000000	170	0	0
Gpr142	85.000000	170	0	0
Gdi2	85.000000	170	0	0
Acbd5	85.000000	170	0	0
Zdhhc16	84.500000	169	0	0
Uso1	84.500000	169	0	0
Rbfox3	84.500000	169	0	0
Exosc1	84.500000	169	0	0
Tgfbrap1	84.000000	168	0	0
Smad5	84.000000	168	0	0
Kti12	84.000000	168	0	0
Kitl	84.000000	168	0	0
Epha3	84.000000	168	0	0
AI597479	84.000000	168	0	0
Yaf2	83.500000	167	0	0
Kdm3b	83.500000	167	0	0
Hoxd3	83.500000	167	0	0
Dync1li1	83.500000	167	0	0
Clvs1	83.500000	167	0	0
Zfp830	83.000000	166	0	0
Wdr92	83.000000	0	166	0
Vtcn1	83.000000	166	0	0
Vdac2	83.000000	0	166	0
Pno1	83.000000	0	166	0
Nkain2	83.000000	166	0	0
Naa50	83.000000	166	0	0
Gpbp1	83.000000	166	0	0
Dlk1	83.000000	166	0	0
Cfl2	83.000000	166	0	0
Cct6b	83.000000	166	0	0
Atp6v1a	83.000000	166	0	0
Tkt	82.500000	0	165	0
Ccnd2	82.500000	165	0	0
Znrf3	82.000000	164	0	0
Zfp367	82.000000	164	0	0
Tle4	82.000000	92	72	0
Rab15	82.000000	164	0	0
Myl4	82.000000	164	0	0
Gm3435	82.000000	0	164	0
Cdc27	82.000000	164	0	0
Caprin1	82.000000	164	0	0
Atad2	82.000000	164	0	0
Sox9	81.500000	163	0	0
L3hypdh	81.500000	163	0	0
Jkamp	81.500000	163	0	0
Fignl1	81.500000	163	0	0
Stag3	81.000000	162	0	0
Pafah1b1	81.000000	162	0	0
Gpc2	81.000000	162	0	0
Fmc1	81.000000	0	162	0
Fdxr	81.000000	162	0	0
Fbxo28	81.000000	162	0	0
Dnaja4	81.000000	162	0	0
Crmp1	81.000000	162	0	0
Emb	80.500000	161	0	485
Mybpc1	80.500000	161	0	0
Grip1	80.500000	161	0	0
Get1	80.500000	0	161	0
Cic	80.500000	161	0	0
Zc4h2	80.000000	160	0	0
Zc3h10	80.000000	160	0	0
Tro	80.000000	160	0	0
Timm22	80.000000	0	160	0
Stat2	80.000000	160	0	0
St6galnac4	80.000000	160	0	0
Sprtn	80.000000	0	160	0
Slc30a5	80.000000	160	0	0
Slc25a33	80.000000	160	0	0
Sap30l	80.000000	160	0	0
Rpl13	80.000000	160	0	0
Prkacb	80.000000	160	0	0
Pkd1l3	80.000000	160	0	0
Pcdh18	80.000000	160	0	0
Pabpc2	80.000000	160	0	0
Oasl1	80.000000	160	0	0
Mtarc2	80.000000	160	0	0
Mrps17	80.000000	160	0	0
Lrrn2	80.000000	160	0	0
Lpl	80.000000	160	0	0
Lce1c	80.000000	160	0	0
LOC100861978	80.000000	160	0	0
Kctd13	80.000000	160	0	0
Hapln4	80.000000	160	0	0
Gpr20	80.000000	160	0	0
Gm2506	80.000000	160	0	0
Gm13306	80.000000	160	0	0
Exoc8	80.000000	0	160	0
Dnah7c	80.000000	160	0	0
Dennd1b	80.000000	160	0	0
Cyp51	80.000000	160	0	0
Cmklr1	80.000000	160	0	0
Ccl27b	80.000000	160	0	0
Camk2n1	80.000000	160	0	0
C3	80.000000	160	0	0
Atp2b4	80.000000	160	0	0
Apof	80.000000	160	0	0
2410137M14Rik	80.000000	160	0	0
Tenm3	79.500000	159	0	0
Sugp2	79.500000	0	159	0
Sh3gl1	79.500000	159	0	0
Rabggtb	79.500000	0	159	0
Ptprt	79.500000	159	0	0
Chaf1a	79.500000	159	0	0
Cbfb	79.500000	159	0	0
Armc6	79.500000	0	159	0
Zdhhc20	79.000000	158	0	0
Tubb2b	79.000000	158	0	0
Timm50	79.000000	158	0	0
Pbld2	79.000000	158	0	0
Nipbl	79.000000	158	0	0
Mrpl21	79.000000	0	158	0
Kctd5	79.000000	158	0	0
Ighmbp2	79.000000	0	158	0
Hnrnph3	79.000000	158	0	0
Hnrnpa1	79.000000	158	0	0
Has2	79.000000	158	0	0
Clvs2	79.000000	158	0	0
Cbx5	79.000000	158	0	0
Tgif1	78.500000	157	0	0
Slc33a1	78.500000	0	157	0
Pgap1	78.500000	157	0	0
Gm960	78.500000	157	0	0
Eya1	78.500000	157	0	0
Dpysl3	78.500000	157	0	0
Crkl	78.500000	157	0	0
Smarca2	78.000000	156	0	0
Sf3b1	78.000000	156	0	0
Herc1	78.000000	156	0	0
Gm2237	78.000000	0	156	0
Son	77.500000	155	0	0
Sgf29	77.500000	0	155	0
Scn5a	77.500000	155	0	0
Rln1	77.500000	155	0	0
Rfx4	77.500000	155	0	0
Rexo4	77.500000	0	155	0
Rap1b	77.500000	155	0	0
Nufip2	77.500000	155	0	0
Nmrk1	77.500000	155	0	0
Lamp1	77.500000	155	0	0
Klhl5	77.500000	155	0	0
Gart	77.500000	155	0	0
Arntl2	77.500000	155	0	0
Tctex1d1	77.000000	154	0	0
Smchd1	77.000000	154	0	0
Hes7	77.000000	154	0	0
Foxk1	77.000000	154	0	0
Aloxe3	77.000000	154	0	0
Agtpbp1	77.000000	154	0	0
Zfp692	76.500000	0	153	0
Ube2cbp	76.500000	0	153	0
Mapk8	76.500000	153	0	0
Hdac9	76.500000	153	0	0
Enho	76.500000	153	0	0
Dop1a	76.500000	0	153	0
Cog1	76.500000	153	0	0
Tspyl4	76.000000	152	0	0
Trim23	76.000000	152	0	0
Trappc13	76.000000	152	0	0
Tmem140	76.000000	152	0	0
Thsd7b	76.000000	0	152	0
Snrpe	76.000000	0	152	0
Shld3	76.000000	152	0	0
Rock2	76.000000	152	0	0
Rergl	76.000000	0	152	0
Plxnc1	76.000000	152	0	0
Myt1	76.000000	152	0	0
Mfsd13b	76.000000	152	0	0
Inpp4b	76.000000	152	0	0
Fjx1	76.000000	152	0	0
Epb41l2	76.000000	0	152	0
Cdr2	76.000000	152	0	0
Selenoi	75.500000	151	0	0
Sash1	75.500000	0	151	0
Polg	75.500000	0	151	0
Nsfl1c	75.500000	0	151	0
Nampt	75.500000	0	151	0
Kcnj16	75.500000	151	0	0
Zpld1	75.000000	150	0	0
Ylpm1	75.000000	0	150	0
Tmem158	75.000000	150	0	0
Sycp1	75.000000	150	0	0
Sh2b2	75.000000	150	0	0
Serinc2	75.000000	150	0	0
Rxrg	75.000000	150	0	0
Prss44	75.000000	150	0	0
Plec	75.000000	150	0	0
Pias1	75.000000	150	0	0
Phf2	75.000000	150	0	0
Pfkp	75.000000	150	0	0
Olfr53	75.000000	150	0	0
Olfr1251	75.000000	150	0	0
Npas2	75.000000	150	0	0
Ndst1	75.000000	150	0	0
Mrtfb	75.000000	150	0	0
Mgam	75.000000	150	0	0
Lrrfip1	75.000000	150	0	0
Lrrc58	75.000000	150	0	0
Kctd7	75.000000	150	0	0
Kcnt1	75.000000	150	0	0
Kcnip1	75.000000	150	0	0
Kbtbd6	75.000000	150	0	0
Grp	75.000000	150	0	0
Gprc5d	75.000000	150	0	0
Gpn3	75.000000	150	0	0
Gm36028	75.000000	150	0	0
Fam32a	75.000000	150	0	0
Fam216a	75.000000	150	0	0
Ecel1	75.000000	150	0	0
Ddc	75.000000	150	0	0
Cyp4f17	75.000000	150	0	0
Crlf3	75.000000	150	0	0
Cpm	75.000000	150	0	0
Cntn5	75.000000	150	0	0
Ccng2	75.000000	150	0	0
Cabyr	75.000000	150	0	0
Bicd2	75.000000	150	0	0
Arsb	75.000000	150	0	0
4930524B15Rik	75.000000	150	0	0
Tubb2a	74.500000	149	0	0
Stmn4	74.500000	149	0	0
Snx5	74.500000	0	149	0
Pirt	74.500000	149	0	0
Mgme1	74.500000	0	149	0
Cldn12	74.500000	149	0	0
Ankrd13b	74.500000	149	0	0
Anapc10	74.500000	0	149	0
Abce1	74.500000	0	149	0
Treml4	74.000000	148	0	0
Sprr2a2	74.000000	148	0	0
Sprr2a1	74.000000	148	0	0
Oip5	74.000000	148	0	0
Nusap1	74.000000	148	0	0
Mynn	74.000000	148	0	0
Mbd6	74.000000	148	0	0
Frmd6	74.000000	148	0	0
Ddit3	74.000000	148	0	0
Caml	74.000000	0	148	0
Ankrd12	74.000000	148	0	0
Angptl6	74.000000	0	148	0
Actrt3	74.000000	148	0	0
Rab11b	73.500000	0	147	0
Ppp2r5c	73.500000	147	0	0
Aprt	73.500000	147	0	0
Anxa2	73.500000	147	0	0
Agap3	73.500000	147	0	0
Ppp4r3b	73.000000	146	0	0
Nuak2	73.000000	146	0	0
Gpr156	73.000000	146	0	0
Cnih1	73.000000	0	146	0
6330403K07Rik	73.000000	146	0	0
Wbp4	72.500000	0	145	0
Vash1	72.500000	145	0	0
Ttc37	72.500000	145	0	0
Spcs3	72.500000	145	0	0
Ptbp2	72.500000	145	0	0
Poli	72.500000	145	0	0
Elf1	72.500000	0	145	0
Arsk	72.500000	145	0	0
Arhgap35	72.500000	0	145	0
Ube3c	72.000000	0	144	0
Tmem179	72.000000	144	0	0
Pla2g2e	72.000000	144	0	0
Me3	72.000000	144	0	0
Klf3	72.000000	0	144	0
Gm13030	72.000000	144	0	0
Fam181b	72.000000	144	0	0
Zmat5	71.500000	0	143	0
Uqcr10	71.500000	0	143	0
Tnpo1	71.500000	143	0	0
Rerg	71.500000	143	0	0
Mup19	71.500000	143	0	0
Mthfsd	71.500000	0	143	0
Morf4l1b	71.500000	143	0	0
Lsmem1	71.500000	0	143	0
Lin28a	71.500000	143	0	0
Dync1li2	71.500000	0	143	0
Celsr3	71.500000	143	0	0
Basp1	71.500000	143	0	0
Zmym6	71.000000	0	142	0
Unc5c	71.000000	142	0	0
Supt16	71.000000	142	0	0
Spast	71.000000	142	0	0
Macc1	71.000000	142	0	0
Gramd1a	71.000000	142	0	0
Golga7b	71.000000	0	142	0
Fam13a	71.000000	0	142	0
Atp5g1	71.000000	142	0	0
Ascc1	71.000000	0	142	0
Anapc16	71.000000	0	142	0
Agpat3	71.000000	142	0	0
Acp1	71.000000	0	142	0
AW549877	71.000000	0	142	0
Vpreb3	70.500000	141	0	0
Tpbgl	70.500000	141	0	0
Stxbp6	70.500000	141	0	0
Rnase4	70.500000	0	141	0
Rfc1	70.500000	0	141	0
Nova1	70.500000	141	0	0
Gm867	70.500000	141	0	0
Gm3752	70.500000	0	141	0
Fam117a	70.500000	141	0	0
Ang	70.500000	0	141	0
Wdr45b	70.000000	0	140	0
Trak1	70.000000	140	0	0
Tmed7	70.000000	140	0	0
Iqsec3	70.000000	0	140	0
Eif1a	70.000000	140	0	0
Cutc	70.000000	0	140	0
Cox15	70.000000	0	140	0
Vit	69.500000	139	0	0
Trim63	69.500000	139	0	0
Taf9	69.500000	0	139	0
Rars	69.500000	139	0	0
Rad17	69.500000	0	139	0
Olfr1342	69.500000	139	0	0
Odf1	69.500000	139	0	0
Obi1	69.500000	139	0	0
Nuf2	69.500000	139	0	0
Neil1	69.500000	139	0	0
Nbn	69.500000	139	0	0
Myoz2	69.500000	139	0	0
Mrpl9	69.500000	139	0	0
Mdga1	69.500000	139	0	0
Mb	69.500000	139	0	0
Lpar4	69.500000	139	0	0
Ipo13	69.500000	139	0	0
Igfbp3	69.500000	139	0	0
H4f16	69.500000	0	139	0
H2aj	69.500000	0	139	0
Flt1	69.500000	139	0	0
Fbll1	69.500000	139	0	0
Fam151a	69.500000	139	0	0
Exd2	69.500000	139	0	0
Eno3	69.500000	139	0	0
D630045J12Rik	69.500000	139	0	0
Cyp2d40	69.500000	139	0	0
Cndp2	69.500000	139	0	0
Cln6	69.500000	139	0	0
Chrna6	69.500000	139	0	0
Cep192	69.500000	139	0	0
Ccdc80	69.500000	139	0	0
Cald1	69.500000	139	0	0
Cacna1a	69.500000	139	0	0
Arrb1	69.500000	139	0	0
Arntl	69.500000	139	0	0
Apol6	69.500000	139	0	0
Ano2	69.500000	139	0	0
Ak6	69.500000	0	139	0
Aebp1	69.500000	139	0	0
Adra2b	69.500000	139	0	0
4930451I11Rik	69.500000	139	0	0
Znrf2	69.000000	138	0	0
Zfp952	69.000000	138	0	0
Zfp180	69.000000	0	138	0
Spry4	69.000000	138	0	0
Slc2a8	69.000000	138	0	0
Nudcd3	69.000000	0	138	0
Irx3	69.000000	138	0	0
Cstf1	69.000000	0	138	0
Cers6	69.000000	138	0	0
Aurka	69.000000	0	138	0
